model,outer_fold,context_id,output,feature,feature_family,shapley_value,baseline_output,full_output,completeness_residual,feature_value,feature_value_semantics,feature_value_percentile
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,global::alpb_softness_hartree_inverse,global electronic,0.0476457873980203,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.011018531396985,standardized molecular value,0.5875
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,global::alpb_vip_hartree,global electronic,-0.4997075498104096,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.5433579683303833,standardized molecular value,0.7475
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,global::alpb_nucleophilicity_index_hartree,global electronic,-1.0444145401318872,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-1.2942016124725342,standardized molecular value,0.0375
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,global::alpb_homo_n_minus_1_hartree,global electronic,0.1835266649723053,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.1836478859186172,standardized molecular value,0.5675
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,global::delta_e_solv_hartree,global electronic,0.1623669465382893,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.2790508270263672,standardized molecular value,0.3575
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_nD,solvent,0.0959242582321165,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.4157039821147918,standardized solvent value,0.4525
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_f(n^2),solvent,0.0196395417054496,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.4371206164360046,standardized solvent value,0.4525
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_epsilon_r,solvent,-0.0562239487965903,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-1.0348604917526243,standardized solvent value,0.2825
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_ET(30),solvent,0.0952541629473368,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.7119868397712708,standardized solvent value,0.2225
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_DI,solvent,-0.0165132582187651,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.4931215941905975,standardized solvent value,0.4525
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_ES,solvent,0.0953223109245302,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-1.1188769340515137,standardized solvent value,0.2225
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_alpha_1,solvent,0.0537728667259215,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.387037992477417,standardized solvent value,0.5225
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_beta_1,solvent,-0.547080248594284,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-1.165353536605835,standardized solvent value,0.2525
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_alpha,solvent,0.0880605975786844,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.3093323111534118,standardized solvent value,0.5225
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_beta,solvent,-0.2648053566614787,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-1.134017825126648,standardized solvent value,0.2525
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_pi_*,solvent,-0.02147709329923,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.3154345154762268,standardized solvent value,0.3425
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_SPP,solvent,0.0086187819639841,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.7942336797714233,standardized solvent value,0.1425
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_SB,solvent,-0.151357591152191,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.6213503479957581,standardized solvent value,0.2825
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_SA,solvent,0.0694237550099689,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.3780861794948578,standardized solvent value,0.4975
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_delta_d,solvent,0.1803368131319683,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.8018124103546143,standardized solvent value,0.4625
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_delta_p,solvent,-0.0939014554023744,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-1.2320011854171753,standardized solvent value,0.2825
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_delta_h,solvent,-0.0094206035137176,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.4511596262454986,standardized solvent value,0.4575
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::solvent_delta,solvent,-0.0757181247075396,10.732433319091797,4.079316933949788,-8.881784197001252e-16,-0.6891235113143921,standardized solvent value,0.2225
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,solvent::identity,solvent,0.362110028664271,10.732433319091797,4.079316933949788,-8.881784197001252e-16,,categorical vocabulary index; color disabled,
joint model,3,context:acdfdd2ff1742eb7efc5f7a8,conditional N,context::formal_charge,formal charge,-0.7471595207850138,10.732433319091797,4.079316933949788,-8.881784197001252e-16,0.6419220566749573,standardized molecular formal charge,0.4025
joint model,3,context:b7e1139870fe9139d0577224,conditional N,local::alpb_fukui_minus_density,local electronic,0.6535536646842955,12.089312235514322,20.6079953511556,0.0,0.2036043405532837,mean standardized node value,0.5925
joint model,3,context:b7e1139870fe9139d0577224,conditional N,local::alpb_cm5,local electronic,-0.1550409396489461,12.089312235514322,20.6079953511556,0.0,0.05343784019351,mean standardized node value,0.4075
joint model,3,context:b7e1139870fe9139d0577224,conditional N,local::alpb_condensed_softness,local electronic,0.4428976972897852,12.089312235514322,20.6079953511556,0.0,0.1942307651042938,mean standardized node value,0.7075
joint model,3,context:b7e1139870fe9139d0577224,conditional N,local::alpb_condensed_nucleophilicity_index_ev,local electronic,2.52700424194336,12.089312235514322,20.6079953511556,0.0,0.2865698337554931,mean standardized node value,0.7175
joint model,3,context:b7e1139870fe9139d0577224,conditional N,global::alpb_homo_n_hartree,global electronic,0.0283825794855748,12.089312235514322,20.6079953511556,0.0,0.4567883610725403,standardized molecular value,0.6475
joint model,3,context:b7e1139870fe9139d0577224,conditional N,global::alpb_softness_hartree_inverse,global electronic,0.0764720241228736,12.089312235514322,20.6079953511556,0.0,0.1251009702682495,standardized molecular value,0.7375
joint model,3,context:b7e1139870fe9139d0577224,conditional N,global::alpb_vip_hartree,global electronic,0.3196022311846419,12.089312235514322,20.6079953511556,0.0,-0.6358458995819092,standardized molecular value,0.2875
joint model,3,context:b7e1139870fe9139d0577224,conditional N,global::alpb_nucleophilicity_index_hartree,global electronic,0.1969582041104631,12.089312235514322,20.6079953511556,0.0,0.4567883610725403,standardized molecular value,0.6475
joint model,3,context:b7e1139870fe9139d0577224,conditional N,global::alpb_homo_n_minus_1_hartree,global electronic,0.3594196836153664,12.089312235514322,20.6079953511556,0.0,0.6929627060890198,standardized molecular value,0.7675
joint model,3,context:b7e1139870fe9139d0577224,conditional N,global::delta_e_solv_hartree,global electronic,0.4353874921798706,12.089312235514322,20.6079953511556,0.0,0.7192019820213318,standardized molecular value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_nD,solvent,0.2319357792536421,12.089312235514322,20.6079953511556,0.0,1.439659595489502,standardized solvent value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_f(n^2),solvent,0.1400517622629803,12.089312235514322,20.6079953511556,0.0,1.4117895364761353,standardized solvent value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_epsilon_r,solvent,0.0134663383165999,12.089312235514322,20.6079953511556,0.0,0.6283844113349915,standardized solvent value,0.7675
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_ET(30),solvent,0.0052035848299665,12.089312235514322,20.6079953511556,0.0,-0.0551698319613933,standardized solvent value,0.4875
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_DI,solvent,0.0531441171964008,12.089312235514322,20.6079953511556,0.0,1.348099708557129,standardized solvent value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_ES,solvent,-0.0307807127634683,12.089312235514322,20.6079953511556,0.0,1.3541494607925415,standardized solvent value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_alpha_1,solvent,0.0781490008036294,12.089312235514322,20.6079953511556,0.0,-0.6054664850234985,standardized solvent value,0.1775
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_beta_1,solvent,0.3857625921567278,12.089312235514322,20.6079953511556,0.0,1.4593665599822998,standardized solvent value,0.8475
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_alpha,solvent,0.1687133113543194,12.089312235514322,20.6079953511556,0.0,-0.6883586645126343,standardized solvent value,0.1775
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_beta,solvent,0.0862109263737991,12.089312235514322,20.6079953511556,0.0,1.535032868385315,standardized solvent value,0.8575
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_pi_*,solvent,-0.0121181805928546,12.089312235514322,20.6079953511556,0.0,1.1000983715057373,standardized solvent value,0.7275
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_SPP,solvent,0.0270887613296506,12.089312235514322,20.6079953511556,0.0,1.6814582347869873,standardized solvent value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_SB,solvent,0.2145146528879801,12.089312235514322,20.6079953511556,0.0,1.6782243251800537,standardized solvent value,0.8575
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_SA,solvent,0.0385651091734569,12.089312235514322,20.6079953511556,0.0,-0.2843438982963562,standardized solvent value,0.8075
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_delta_d,solvent,0.00219648083051,12.089312235514322,20.6079953511556,0.0,0.9474953413009644,standardized solvent value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_delta_p,solvent,0.1486817399660746,12.089312235514322,20.6079953511556,0.0,0.6798779368400574,standardized solvent value,0.6575
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_delta_h,solvent,0.0145379304885863,12.089312235514322,20.6079953511556,0.0,-0.0835212171077728,standardized solvent value,0.7975
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::solvent_delta,solvent,0.0180911620457966,12.089312235514322,20.6079953511556,0.0,0.1032112315297126,standardized solvent value,0.7675
joint model,3,context:b7e1139870fe9139d0577224,conditional N,solvent::identity,solvent,2.254489739735921,12.089312235514322,20.6079953511556,0.0,,categorical vocabulary index; color disabled,
joint model,3,context:b7e1139870fe9139d0577224,conditional N,context::formal_charge,formal charge,-0.2038578589757282,12.089312235514322,20.6079953511556,0.0,0.6419220566749573,standardized molecular formal charge,0.4025
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,local::alpb_fukui_minus_density,local electronic,-0.97865754365921,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.4247646331787109,mean standardized node value,0.0375
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,local::alpb_cm5,local electronic,0.5606555243333181,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.0534381084144115,mean standardized node value,0.4275
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,local::alpb_condensed_softness,local electronic,-0.6162097752094269,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.3108647763729095,mean standardized node value,0.0175
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-1.0607605973879497,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.4563614726066589,mean standardized node value,0.0175
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,global::alpb_homo_n_hartree,global electronic,-1.327204684416453,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-1.1326814889907837,standardized molecular value,0.0875
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,global::alpb_softness_hartree_inverse,global electronic,0.0576035380363464,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.2602594196796417,standardized molecular value,0.2675
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,global::alpb_vip_hartree,global electronic,-0.4764905671278635,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.64056795835495,standardized molecular value,0.8075
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,global::alpb_nucleophilicity_index_hartree,global electronic,-0.763441155354182,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-1.1326814889907837,standardized molecular value,0.0875
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,global::alpb_homo_n_minus_1_hartree,global electronic,0.272114485502243,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.1820860803127288,standardized molecular value,0.3475
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,global::delta_e_solv_hartree,global electronic,0.1872373620669047,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.5203002095222473,standardized molecular value,0.5775
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_nD,solvent,0.0692081352074941,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.4157039821147918,standardized solvent value,0.4525
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_f(n^2),solvent,0.0055113534132639,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.4371206164360046,standardized solvent value,0.4525
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_epsilon_r,solvent,-0.0564057131608327,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-1.0348604917526243,standardized solvent value,0.2825
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_ET(30),solvent,0.082396239042282,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.7119868397712708,standardized solvent value,0.2225
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_DI,solvent,-0.0650699933369954,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.4931215941905975,standardized solvent value,0.4525
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_ES,solvent,0.1543867786725362,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-1.1188769340515137,standardized solvent value,0.2225
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_alpha_1,solvent,0.0779481927553812,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.387037992477417,standardized solvent value,0.5225
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_beta_1,solvent,-0.5427973965803782,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-1.165353536605835,standardized solvent value,0.2525
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_alpha,solvent,0.0943188269933064,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.3093323111534118,standardized solvent value,0.5225
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_beta,solvent,-0.3160471518834432,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-1.134017825126648,standardized solvent value,0.2525
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_pi_*,solvent,-0.0327118138472239,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.3154345154762268,standardized solvent value,0.3425
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_SPP,solvent,0.0348985691865285,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.7942336797714233,standardized solvent value,0.1425
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_SB,solvent,-0.1198255618413289,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.6213503479957581,standardized solvent value,0.2825
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_SA,solvent,0.0537129739920298,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.3780861794948578,standardized solvent value,0.4975
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_delta_d,solvent,0.0952339669068654,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.8018124103546143,standardized solvent value,0.4625
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_delta_p,solvent,-0.2546706895033518,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-1.2320011854171753,standardized solvent value,0.2825
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_delta_h,solvent,0.0340349276860555,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.4511596262454986,standardized solvent value,0.4575
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::solvent_delta,solvent,-0.0315231482187907,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,-0.6891235113143921,standardized solvent value,0.2225
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,solvent::identity,solvent,0.7519728044668834,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,,categorical vocabulary index; color disabled,
joint model,3,context:c3a5cfbb7858313910f80629,conditional N,context::formal_charge,formal charge,-0.7745571931203206,3.389173666636149,-1.4959656397501628,8.881784197001252e-16,0.6419220566749573,standardized molecular formal charge,0.4025
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,local::alpb_fukui_minus_density,local electronic,-0.7405657271544139,8.247450192769369,0.0974620183308919,0.0,0.3758720457553863,mean standardized node value,0.7275
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,local::alpb_cm5,local electronic,-1.263140787680944,8.247450192769369,0.0974620183308919,0.0,0.0534382425248622,mean standardized node value,0.4475
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,local::alpb_condensed_softness,local electronic,0.4266203145186105,8.247450192769369,0.0974620183308919,0.0,0.3055426776409149,mean standardized node value,0.8475
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-1.5023074547449746,8.247450192769369,0.0974620183308919,0.0,-0.2791093289852142,mean standardized node value,0.1075
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,global::alpb_homo_n_hartree,global electronic,-1.6294230520725252,8.247450192769369,0.0974620183308919,0.0,-1.8264663219451904,standardized molecular value,0.0075
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,global::alpb_softness_hartree_inverse,global electronic,0.1198201378186543,8.247450192769369,0.0974620183308919,0.0,0.1191184446215629,standardized molecular value,0.6975
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,global::alpb_vip_hartree,global electronic,-1.0517303049564362,8.247450192769369,0.0974620183308919,0.0,1.7421458959579468,standardized molecular value,0.9775
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,global::alpb_nucleophilicity_index_hartree,global electronic,-1.1410514911015828,8.247450192769369,0.0974620183308919,0.0,-1.8264663219451904,standardized molecular value,0.0075
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,global::alpb_homo_n_minus_1_hartree,global electronic,-0.1645021438598634,8.247450192769369,0.0974620183308919,0.0,-1.5305061340332031,standardized molecular value,0.0275
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,global::delta_e_solv_hartree,global electronic,0.0430099368095397,8.247450192769369,0.0974620183308919,0.0,0.5552627444267273,standardized molecular value,0.6175
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_nD,solvent,0.0911795596281686,8.247450192769369,0.0974620183308919,0.0,0.4157039821147918,standardized solvent value,0.4525
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_f(n^2),solvent,-0.0089603265126546,8.247450192769369,0.0974620183308919,0.0,0.4371206164360046,standardized solvent value,0.4525
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_epsilon_r,solvent,0.0327355364958444,8.247450192769369,0.0974620183308919,0.0,-1.0348604917526243,standardized solvent value,0.2825
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_ET(30),solvent,0.0639377435048421,8.247450192769369,0.0974620183308919,0.0,-0.7119868397712708,standardized solvent value,0.2225
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_DI,solvent,-0.0508646368980408,8.247450192769369,0.0974620183308919,0.0,0.4931215941905975,standardized solvent value,0.4525
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_ES,solvent,0.1153851548830668,8.247450192769369,0.0974620183308919,0.0,-1.1188769340515137,standardized solvent value,0.2225
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_alpha_1,solvent,0.0722499986489614,8.247450192769369,0.0974620183308919,0.0,-0.387037992477417,standardized solvent value,0.5225
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_beta_1,solvent,-0.5408357878526052,8.247450192769369,0.0974620183308919,0.0,-1.165353536605835,standardized solvent value,0.2525
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_alpha,solvent,0.0984396537144979,8.247450192769369,0.0974620183308919,0.0,-0.3093323111534118,standardized solvent value,0.5225
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_beta,solvent,-0.252324402332306,8.247450192769369,0.0974620183308919,0.0,-1.134017825126648,standardized solvent value,0.2525
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_pi_*,solvent,-0.027779628833135,8.247450192769369,0.0974620183308919,0.0,-0.3154345154762268,standardized solvent value,0.3425
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_SPP,solvent,-0.0494526326656341,8.247450192769369,0.0974620183308919,0.0,-0.7942336797714233,standardized solvent value,0.1425
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_SB,solvent,-0.1375714639822642,8.247450192769369,0.0974620183308919,0.0,-0.6213503479957581,standardized solvent value,0.2825
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_SA,solvent,0.0656921267509459,8.247450192769369,0.0974620183308919,0.0,-0.3780861794948578,standardized solvent value,0.4975
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_delta_d,solvent,0.0446744163831074,8.247450192769369,0.0974620183308919,0.0,0.8018124103546143,standardized solvent value,0.4625
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_delta_p,solvent,-0.0919076701005299,8.247450192769369,0.0974620183308919,0.0,-1.2320011854171753,standardized solvent value,0.2825
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_delta_h,solvent,0.0065493583679199,8.247450192769369,0.0974620183308919,0.0,-0.4511596262454986,standardized solvent value,0.4575
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::solvent_delta,solvent,-0.006048580010732,8.247450192769369,0.0974620183308919,0.0,-0.6891235113143921,standardized solvent value,0.2225
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,solvent::identity,solvent,0.2397744158903757,8.247450192769369,0.0974620183308919,0.0,,categorical vocabulary index; color disabled,
joint model,3,context:dc62c3a7eb79716791382b52,conditional N,context::formal_charge,formal charge,-0.9115904370943708,8.247450192769369,0.0974620183308919,0.0,0.6419220566749573,standardized molecular formal charge,0.4025
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,local::alpb_fukui_minus_density,local electronic,0.0013195077578226,11.179102897644045,16.351643244425457,0.0,-0.1757049560546875,mean standardized node value,0.2375
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,local::alpb_cm5,local electronic,-1.7532509466012318,11.179102897644045,16.351643244425457,0.0,-0.0811941400170326,mean standardized node value,0.2875
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,local::alpb_condensed_softness,local electronic,0.0395360986391708,11.179102897644045,16.351643244425457,0.0,-0.0747842118144035,mean standardized node value,0.3275
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,local::alpb_condensed_nucleophilicity_index_ev,local electronic,1.4867743055025735,11.179102897644045,16.351643244425457,0.0,0.0443236604332923,mean standardized node value,0.4875
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,global::alpb_homo_n_hartree,global electronic,0.5087603131930033,11.179102897644045,16.351643244425457,0.0,1.094388127326965,standardized molecular value,0.8675
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,global::alpb_softness_hartree_inverse,global electronic,-0.0292579432328543,11.179102897644045,16.351643244425457,0.0,0.0836251527070999,standardized molecular value,0.6675
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,global::alpb_vip_hartree,global electronic,0.7581958174705508,11.179102897644045,16.351643244425457,0.0,-1.3064730167388916,standardized molecular value,0.0975
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,global::alpb_nucleophilicity_index_hartree,global electronic,0.7856568694114687,11.179102897644045,16.351643244425457,0.0,1.094388127326965,standardized molecular value,0.8675
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,global::alpb_homo_n_minus_1_hartree,global electronic,0.4951201279958088,11.179102897644045,16.351643244425457,0.0,1.3481836318969729,standardized molecular value,0.9275
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,global::delta_e_solv_hartree,global electronic,-0.3308336933453875,11.179102897644045,16.351643244425457,0.0,-1.3796194791793823,standardized molecular value,0.0775
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_nD,solvent,0.0997959574063618,11.179102897644045,16.351643244425457,0.0,1.439659595489502,standardized solvent value,0.7975
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_f(n^2),solvent,0.1599601507186886,11.179102897644045,16.351643244425457,0.0,1.4117895364761353,standardized solvent value,0.7975
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_epsilon_r,solvent,0.0247471531232195,11.179102897644045,16.351643244425457,0.0,0.6283844113349915,standardized solvent value,0.7675
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_ET(30),solvent,0.002413312594096,11.179102897644045,16.351643244425457,0.0,-0.0551698319613933,standardized solvent value,0.4875
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_DI,solvent,-0.0727214415868122,11.179102897644045,16.351643244425457,0.0,1.348099708557129,standardized solvent value,0.7975
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_ES,solvent,-0.0511672496795654,11.179102897644045,16.351643244425457,0.0,1.3541494607925415,standardized solvent value,0.7975
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_alpha_1,solvent,0.0706849396228788,11.179102897644045,16.351643244425457,0.0,-0.6054664850234985,standardized solvent value,0.1775
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_beta_1,solvent,0.2314819693565369,11.179102897644045,16.351643244425457,0.0,1.4593665599822998,standardized solvent value,0.8475
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_alpha,solvent,0.1837464173634848,11.179102897644045,16.351643244425457,0.0,-0.6883586645126343,standardized solvent value,0.1775
joint model,3,context:dcec0d5191af8ca31753e7ff,conditional N,solvent::solvent_beta,solvent,0.1092863281567892,11.179102897644045,16.351643244425457,0.0,1.535032868385315,standardized solvent value,0.8575
