model,outer_fold,context_id,output,feature,feature_family,shapley_value,baseline_output,full_output,completeness_residual,feature_value,feature_value_semantics,feature_value_percentile
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,0.0195554404197248,0.9347145187125024,0.6091241781271841,0.0,-0.9016101956367492,standardized molecular value,0.3275
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0050683261487563,0.9347145187125024,0.6091241781271841,0.0,-1.2368781566619873,standardized solvent value,0.1075
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0102867268638813,0.9347145187125024,0.6091241781271841,0.0,-1.2532168626785278,standardized solvent value,0.1075
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,0.0075377241101393,0.9347145187125024,0.6091241781271841,0.0,2.1051182746887207,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_ET(30),solvent,0.0074967392141816,0.9347145187125024,0.6091241781271841,0.0,2.600606918334961,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0013001916844013,0.9347145187125024,0.6091241781271841,0.0,-1.3155579566955566,standardized solvent value,0.1075
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0006167772502346,0.9347145187125024,0.6091241781271841,0.0,0.6687401533126831,standardized solvent value,0.6675
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0123601271097248,0.9347145187125024,0.6091241781271841,0.0,2.720472574234009,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0028872706182407,0.9347145187125024,0.6091241781271841,0.0,0.1879694610834121,standardized solvent value,0.4575
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_alpha,solvent,0.0134791129480261,0.9347145187125024,0.6091241781271841,0.0,2.6832830905914307,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_beta,solvent,0.0043815123140182,0.9347145187125024,0.6091241781271841,0.0,0.3545838594436645,standardized solvent value,0.6675
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_pi_*,solvent,-0.0084731250174551,0.9347145187125024,0.6091241781271841,0.0,1.8147876262664795,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0063185272160291,0.9347145187125024,0.6091241781271841,0.0,0.8696429133415222,standardized solvent value,0.7075
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_SB,solvent,-0.0096948413468265,0.9347145187125024,0.6091241781271841,0.0,-1.363478422164917,standardized solvent value,0.0475
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_SA,solvent,0.013703806874814,0.9347145187125024,0.6091241781271841,0.0,2.7716658115386963,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_delta_d,solvent,0.0040178868559305,0.9347145187125024,0.6091241781271841,0.0,-0.9980995059013368,standardized solvent value,0.3875
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0004023314635119,0.9347145187125024,0.6091241781271841,0.0,0.5732133984565735,standardized solvent value,0.3875
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_delta_h,solvent,0.001796163624833,0.9347145187125024,0.6091241781271841,0.0,2.7512083053588867,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0122996328097553,0.9347145187125024,0.6091241781271841,0.0,2.660477876663208,standardized solvent value,0.9375
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,solvent::identity,solvent,0.0761183931447433,0.9347145187125024,0.6091241781271841,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:9b4343222cddc0bda3f79c47,site-ranking logit contrast,context::formal_charge,formal charge,-0.0385838603739116,0.9347145187125024,0.6091241781271841,0.0,-1.384421467781067,standardized molecular formal charge,0.2125
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.1141263232673385,3.952777240740653,3.281525783927958,0.0,0.0250579770654439,mean standardized node value,0.4275
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,local::alpb_cm5,local electronic,-0.2634316972297074,3.952777240740653,3.281525783927958,0.0,0.0559979118406772,mean standardized node value,0.7075
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,-0.0134668845782266,3.952777240740653,3.281525783927958,0.0,0.1248823031783104,mean standardized node value,0.5975
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.0310021529744995,3.952777240740653,3.281525783927958,0.0,-0.0908847376704216,mean standardized node value,0.3175
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0411450004214901,3.952777240740653,3.281525783927958,0.0,-0.507142961025238,standardized molecular value,0.2775
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,0.0280511956278472,3.952777240740653,3.281525783927958,0.0,0.2308237552642822,standardized molecular value,0.8375
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-0.0180206964093123,3.952777240740653,3.281525783927958,0.0,0.619222104549408,standardized molecular value,0.7875
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.0339410871547602,3.952777240740653,3.281525783927958,0.0,-0.507142961025238,standardized molecular value,0.2775
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0192016707679595,3.952777240740653,3.281525783927958,0.0,-0.5022190809249878,standardized molecular value,0.2375
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,0.0222275366016018,3.952777240740653,3.281525783927958,0.0,0.5649526715278625,standardized molecular value,0.6275
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_nD,solvent,0.0036951168564061,3.952777240740653,3.281525783927958,0.0,0.4517121016979217,standardized solvent value,0.7225
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-0.0033417951032513,3.952777240740653,3.281525783927958,0.0,0.4729459881782532,standardized solvent value,0.7225
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.024706838812893,3.952777240740653,3.281525783927958,0.0,-1.0600494146347046,standardized solvent value,0.0725
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_ET(30),solvent,-0.0033404431712134,3.952777240740653,3.281525783927958,0.0,-0.7273086309432983,standardized solvent value,0.0725
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_DI,solvent,-0.0070640363758971,3.952777240740653,3.281525783927958,0.0,0.5289967060089111,standardized solvent value,0.7225
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_ES,solvent,-0.0125572985836972,3.952777240740653,3.281525783927958,0.0,-1.1586538553237915,standardized solvent value,0.0725
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,-0.0045634598375067,3.952777240740653,3.281525783927958,0.0,-0.3987596333026886,standardized solvent value,0.3925
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_beta_1,solvent,-0.0382968189350579,3.952777240740653,3.281525783927958,0.0,-1.1980485916137695,standardized solvent value,0.0425
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_alpha,solvent,0.0047396063190637,3.952777240740653,3.281525783927958,0.0,-0.3206884860992431,standardized solvent value,0.3925
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_beta,solvent,-0.033358524387329,3.952777240740653,3.281525783927958,0.0,-1.1649284362792969,standardized solvent value,0.0425
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.0016518677979887,3.952777240740653,3.281525783927958,0.0,-0.3031034767627716,standardized solvent value,0.4925
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_SPP,solvent,-0.0038980070238228,3.952777240740653,3.281525783927958,0.0,-0.804781436920166,standardized solvent value,0.0725
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_SB,solvent,-0.0064876480131456,3.952777240740653,3.281525783927958,0.0,-0.6239776611328125,standardized solvent value,0.2125
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_SA,solvent,0.0001926054442599,3.952777240740653,3.281525783927958,0.0,-0.3827982544898987,standardized solvent value,0.2325
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_delta_d,solvent,0.0017146187326779,3.952777240740653,3.281525783927958,0.0,0.8398393988609314,standardized solvent value,0.7325
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_delta_p,solvent,-0.0211069962733125,3.952777240740653,3.281525783927958,0.0,-1.2749426364898682,standardized solvent value,0.0725
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_delta_h,solvent,0.0028793657310592,3.952777240740653,3.281525783927958,0.0,-0.454887181520462,standardized solvent value,0.1925
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::solvent_delta,solvent,-0.0051142679749548,3.952777240740653,3.281525783927958,0.0,-0.6996294260025024,standardized solvent value,0.0725
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,solvent::identity,solvent,-0.0044642585355107,3.952777240740653,3.281525783927958,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:aef17422fa857ca9671d2a62,site-ranking logit contrast,context::formal_charge,formal charge,-0.0721708056286322,3.952777240740653,3.281525783927958,0.0,0.6713831424713135,standardized molecular formal charge,0.8225
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,0.0434315983272924,4.316118106945998,4.630264981006441,0.0,0.353685587644577,mean standardized node value,0.6875
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,local::alpb_cm5,local electronic,0.0333674243070076,4.316118106945998,4.630264981006441,0.0,0.0560004562139511,mean standardized node value,0.7275
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.0115800147983817,4.316118106945998,4.630264981006441,0.0,0.235578179359436,mean standardized node value,0.7875
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,0.069800545081915,4.316118106945998,4.630264981006441,0.0,0.171787604689598,mean standardized node value,0.6275
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,0.0292406108351689,4.316118106945998,4.630264981006441,0.0,-0.2874101400375366,standardized molecular value,0.3175
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0170612954573435,4.316118106945998,4.630264981006441,0.0,0.0051933224312961,standardized molecular value,0.5775
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0088488129549724,4.316118106945998,4.630264981006441,0.0,0.135098323225975,standardized molecular value,0.5775
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,0.0443360267196664,4.316118106945998,4.630264981006441,0.0,-0.2874101400375366,standardized molecular value,0.3175
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0258313154602309,4.316118106945998,4.630264981006441,0.0,-0.0212773289531469,standardized molecular value,0.4475
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.015958604723896,4.316118106945998,4.630264981006441,0.0,0.5936206579208374,standardized molecular value,0.6475
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_nD,solvent,0.0066167891600097,4.316118106945998,4.630264981006441,0.0,-1.0327627658843994,standardized solvent value,0.3625
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0142593681624411,4.316118106945998,4.630264981006441,0.0,-1.0374464988708496,standardized solvent value,0.3625
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.0007862369047274,4.316118106945998,4.630264981006441,0.0,0.1369819790124893,standardized solvent value,0.4125
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_ET(30),solvent,4.583833589422159e-06,4.316118106945998,4.630264981006441,0.0,0.0006728928419761,standardized solvent value,0.6425
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0096322497132896,4.316118106945998,4.630264981006441,0.0,-1.0317803621292114,standardized solvent value,0.3625
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_ES,solvent,-0.0032046787451338,4.316118106945998,4.630264981006441,0.0,0.3536722064018249,standardized solvent value,0.4125
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0001981554955577,4.316118106945998,4.630264981006441,0.0,-0.1171622648835182,standardized solvent value,0.6825
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_beta_1,solvent,-0.002699006338197,4.316118106945998,4.630264981006441,0.0,0.1879694610834121,standardized solvent value,0.4575
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_alpha,solvent,-0.002623770851266,4.316118106945998,4.630264981006441,0.0,-0.1473824381828308,standardized solvent value,0.6825
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_beta,solvent,-0.0003080750414052,4.316118106945998,4.630264981006441,0.0,0.0671085715293884,standardized solvent value,0.4125
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.0017585819146366,4.316118106945998,4.630264981006441,0.0,-0.8521863222122192,standardized solvent value,0.1325
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.001827551000418,4.316118106945998,4.630264981006441,0.0,-0.3861753344535827,standardized solvent value,0.4025
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0007578500626824,4.316118106945998,4.630264981006441,0.0,-0.0816770866513252,standardized solvent value,0.5925
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0051400116958698,4.316118106945998,4.630264981006441,0.0,-0.3827982544898987,standardized solvent value,0.2325
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_delta_d,solvent,0.0094304970826907,4.316118106945998,4.630264981006441,0.0,-1.2151788473129272,standardized solvent value,0.2525
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0036878077867266,4.316118106945998,4.630264981006441,0.0,0.9553216099739076,standardized solvent value,0.7525
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-0.0043578644190606,4.316118106945998,4.630264981006441,0.0,-0.454887181520462,standardized solvent value,0.1925
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0035417925358472,4.316118106945998,4.630264981006441,0.0,-0.1897686123847961,standardized solvent value,0.4425
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,solvent::identity,solvent,0.0309985141129231,4.316118106945998,4.630264981006441,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:b86c2e9af6334b2d9670036e,site-ranking logit contrast,context::formal_charge,formal charge,0.017136328891894,4.316118106945998,4.630264981006441,0.0,0.6713831424713135,standardized molecular formal charge,0.8225
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.0673564097649898,1.859709593691886,1.8747891205373164,0.0,-0.4337954819202423,mean standardized node value,0.0275
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,local::alpb_cm5,local electronic,0.0841001168246891,1.859709593691886,1.8747891205373164,0.0,0.0559986941516399,mean standardized node value,0.7175
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.0001361669635614,1.859709593691886,1.8747891205373164,0.0,-0.2383573353290558,mean standardized node value,0.0375
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.0046907784254486,1.859709593691886,1.8747891205373164,0.0,-0.2880359590053558,mean standardized node value,0.0975
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0229546176657713,1.859709593691886,1.8747891205373164,0.0,0.3236995339393616,standardized molecular value,0.5875
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0103603744416475,1.859709593691886,1.8747891205373164,0.0,0.2292051911354065,standardized molecular value,0.8175
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-0.0242653847273783,1.859709593691886,1.8747891205373164,0.0,-1.0841108560562134,standardized molecular value,0.1375
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.0219053242849696,1.859709593691886,1.8747891205373164,0.0,0.3236995339393616,standardized molecular value,0.5875
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.009774316992226,1.859709593691886,1.8747891205373164,0.0,1.6094214916229248,standardized molecular value,0.9875
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,0.001380767142017,1.859709593691886,1.8747891205373164,0.0,0.4872012436389923,standardized molecular value,0.5275
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0006491441159088,1.859709593691886,1.8747891205373164,0.0,0.4517121016979217,standardized solvent value,0.7225
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0026932333673778,1.859709593691886,1.8747891205373164,0.0,0.4729459881782532,standardized solvent value,0.7225
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,0.0127771023465646,1.859709593691886,1.8747891205373164,0.0,-1.0600494146347046,standardized solvent value,0.0725
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_ET(30),solvent,0.0003510095303568,1.859709593691886,1.8747891205373164,0.0,-0.7273086309432983,standardized solvent value,0.0725
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0050523918046197,1.859709593691886,1.8747891205373164,0.0,0.5289967060089111,standardized solvent value,0.7225
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0005084469678261,1.859709593691886,1.8747891205373164,0.0,-1.1586538553237915,standardized solvent value,0.0725
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0045518392995763,1.859709593691886,1.8747891205373164,0.0,-0.3987596333026886,standardized solvent value,0.3925
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0103214294222644,1.859709593691886,1.8747891205373164,0.0,-1.1980485916137695,standardized solvent value,0.0425
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_alpha,solvent,-0.0009141446610019,1.859709593691886,1.8747891205373164,0.0,-0.3206884860992431,standardized solvent value,0.3925
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_beta,solvent,0.0146077419797407,1.859709593691886,1.8747891205373164,0.0,-1.1649284362792969,standardized solvent value,0.0425
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_pi_*,solvent,-0.000466462978354,1.859709593691886,1.8747891205373164,0.0,-0.3031034767627716,standardized solvent value,0.4925
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0025768565055031,1.859709593691886,1.8747891205373164,0.0,-0.804781436920166,standardized solvent value,0.0725
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0010262792573599,1.859709593691886,1.8747891205373164,0.0,-0.6239776611328125,standardized solvent value,0.2125
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_SA,solvent,0.0023639595858938,1.859709593691886,1.8747891205373164,0.0,-0.3827982544898987,standardized solvent value,0.2325
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0010307778348561,1.859709593691886,1.8747891205373164,0.0,0.8398393988609314,standardized solvent value,0.7325
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0058558929226323,1.859709593691886,1.8747891205373164,0.0,-1.2749426364898682,standardized solvent value,0.0725
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_delta_h,solvent,0.0004249909837407,1.859709593691886,1.8747891205373164,0.0,-0.454887181520462,standardized solvent value,0.1925
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0032570471093757,1.859709593691886,1.8747891205373164,0.0,-0.6996294260025024,standardized solvent value,0.0725
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,solvent::identity,solvent,-0.0185358454330352,1.859709593691886,1.8747891205373164,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:b939e721a54f89915f85cea8,site-ranking logit contrast,context::formal_charge,formal charge,0.0264492021734656,1.859709593691886,1.8747891205373164,0.0,0.6713831424713135,standardized molecular formal charge,0.8225
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,4.480282465524343e-06,0.6965082486470537,0.696509838104248,0.0,0.5963045954704285,mean standardized node value,0.8275
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,local::alpb_cm5,local electronic,-2.078215281159368e-05,0.6965082486470537,0.696509838104248,0.0,0.055997896939516,mean standardized node value,0.6875
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,6.228685379083832e-06,0.6965082486470537,0.696509838104248,0.0,0.2035995721817016,mean standardized node value,0.7475
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-7.47044881160841e-06,0.6965082486470537,0.696509838104248,0.0,0.1715913563966751,mean standardized node value,0.6175
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,6.616115570068359e-06,0.6965082486470537,0.696509838104248,0.0,-0.7202091217041016,standardized molecular value,0.1875
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-5.294879277362163e-06,0.6965082486470537,0.696509838104248,0.0,-0.2337579280138015,standardized molecular value,0.3075
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-1.0907649993785462e-05,0.6965082486470537,0.696509838104248,0.0,0.6302360892295837,standardized molecular value,0.7975
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-2.7914841969622906e-06,0.6965082486470537,0.696509838104248,0.0,-0.7202091217041016,standardized molecular value,0.1875
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,-1.3510386147053133e-06,0.6965082486470537,0.696509838104248,0.0,-0.4958520233631134,standardized molecular value,0.2475
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-3.377596536902061e-07,0.6965082486470537,0.696509838104248,0.0,0.9091112017631532,standardized molecular value,0.9875
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_nD,solvent,3.3676624299205926e-06,0.6965082486470537,0.696509838104248,0.0,-1.0327627658843994,standardized solvent value,0.3625
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-1.2387832005911203e-05,0.6965082486470537,0.696509838104248,0.0,-1.0374464988708496,standardized solvent value,0.3625
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,5.364418029230045e-07,0.6965082486470537,0.696509838104248,0.0,0.1369819790124893,standardized solvent value,0.4125
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_ET(30),solvent,3.973642975774183e-08,0.6965082486470537,0.696509838104248,0.0,0.0006728928419761,standardized solvent value,0.6425
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_DI,solvent,1.3560056686623412e-05,0.6965082486470537,0.696509838104248,0.0,-1.0317803621292114,standardized solvent value,0.3625
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_ES,solvent,-1.6192595164721268e-06,0.6965082486470537,0.696509838104248,0.0,0.3536722064018249,standardized solvent value,0.4125
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,5.551115123125783e-17,0.6965082486470537,0.696509838104248,0.0,-0.1171622648835182,standardized solvent value,0.6825
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_beta_1,solvent,-9.934107647602277e-09,0.6965082486470537,0.696509838104248,0.0,0.1879694610834121,standardized solvent value,0.4575
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_alpha,solvent,-1.0927518209191689e-06,0.6965082486470537,0.696509838104248,0.0,-0.1473824381828308,standardized solvent value,0.6825
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_beta,solvent,-9.834766388494565e-07,0.6965082486470537,0.696509838104248,0.0,0.0671085715293884,standardized solvent value,0.4125
