model,outer_fold,context_id,connectivity_id,output,pathway,shapley_value,pathway_value,pathway_value_semantics,baseline_output,full_output,completeness_residual,pathway_value_percentile,pathway_value_color_semantics
joint model,1,context:000edfe6c31e366ec614031b,RAOIDOHSFRTOEL,site-ranking logit contrast,local electronic inputs,-0.0803382281449,1.0419062376,RMS standardized values and masks,2.76318074418,2.39302370941,0,0.736997055937,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:001aff9d192ba5bb00ea7813,NDOMXVXCNMTXDL,site-ranking logit contrast,local electronic inputs,0.0329829559346,1.1629396677,RMS standardized values and masks,1.68192846371,1.94019828855,0,0.854759568204,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:00c1006666a6ee0580579003,KMVZWUQHMJAWSY,site-ranking logit contrast,local electronic inputs,-0.122312690644,0.797411322594,RMS standardized values and masks,2.33553025281,2.29491404584,0,0.149165848871,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:01312c5e36069481a232d7fa,KIPSRYDSZQRPEA,site-ranking logit contrast,local electronic inputs,0.249082605574,1.31115007401,RMS standardized values and masks,7.04029396453,6.765972955,0,0.9116781158,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:013d10528d577ad23343fe24,DVUMGIDOTXJYIW,site-ranking logit contrast,local electronic inputs,0.476470501537,0.934965848923,RMS standardized values and masks,6.16782109492,6.65098302727,0,0.568204121688,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:017f7ba29a7550dbfbd917e1,WEVYAHXRMPXWCK,site-ranking logit contrast,local electronic inputs,0.00436926550335,1.39319527149,RMS standardized values and masks,-0.0376211007436,-0.0514266490936,0,0.922473012758,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:020277730fcd8aca28ecbb4a,FTOQQKWSIFEMPP,site-ranking logit contrast,local electronic inputs,0.0864651646841,0.933983445168,RMS standardized values and masks,2.42472248231,2.31871180463,0,0.567222767419,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:026b96b3063775741a0ae01a,NBTOZLQBSIZIKS,site-ranking logit contrast,local electronic inputs,0.538351491976,2.62970757484,RMS standardized values and masks,3.96705662083,4.45387532966,0,0.981354268891,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:028a91f64fb736abbafc87f3,CZLRSLOXHJWOFV,site-ranking logit contrast,local electronic inputs,0.0790213295822,0.822968542576,RMS standardized values and masks,4.76368016827,4.68498101173,0,0.256133464181,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:030e83aab7f135e0133aa41f,HZAXFHJVJLSVMW,site-ranking logit contrast,local electronic inputs,0.151256142182,1.15785849094,RMS standardized values and masks,2.98151327047,2.97986539564,0,0.848871442591,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:032678b7f79f9876930bdf0b,YDJXDYKQMRNUSA,site-ranking logit contrast,local electronic inputs,0.0745494696829,0.787722527981,RMS standardized values and masks,-1.25056626399,-1.17678970098,0,0.105004906771,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:03b146b027b29d95f2c62601,AUKXFNABVHIUAC,site-ranking logit contrast,local electronic inputs,0.00293796592289,0.974036991596,RMS standardized values and masks,1.81446059545,1.81433709462,0,0.632973503435,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:03d8605b10e73d9af9472f37,IWDCLRJOBJJRNH,site-ranking logit contrast,local electronic inputs,0.0870344301753,1.04053127766,RMS standardized values and masks,3.45342862175,3.26387071239,0,0.735034347399,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:03f78f46086cefb733d5d11b,DNJLFZHMJDSJFN,site-ranking logit contrast,local electronic inputs,-0.0288747833538,4.48378610611,RMS standardized values and masks,2.26752742435,2.22448950047,0,0.994111874387,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:04095404de33edb25a6698ab,YYKAFPWEQRAEAQ,site-ranking logit contrast,local electronic inputs,-0.287355292408,1.1836271286,RMS standardized values and masks,9.8310929935,10.3159823468,0,0.872423945044,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:044c3fdae3c6e4b58c939351,WDUAYVHCYGZARQ,site-ranking logit contrast,local electronic inputs,-0.0114232223286,0.893794894218,RMS standardized values and masks,3.98082681714,4.00603321202,0,0.484789008832,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:046650b42d9338282244a2d8,WNGRAVYBVJNTMT,site-ranking logit contrast,local electronic inputs,0.0011203289032,0.186875700951,RMS standardized values and masks,-2.16317061583,-2.16198857625,0,0.00245338567223,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:04b64edad0cefffb0d196d79,UOJYYXATTMQQNA,site-ranking logit contrast,local electronic inputs,0.393607817837,2.00739622116,RMS standardized values and masks,3.89572209113,4.37486752233,0,0.972522080471,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:05a1836bf03e7d9800b7833c,AZIXWBRHGNBNNF,site-ranking logit contrast,local electronic inputs,-0.00264819578707,1.01479399204,RMS standardized values and masks,7.6670990014,8.14029200949,0,0.699705593719,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:05cd838cbc65c359c7a472e8,DCXYFEDJOCDNAF,site-ranking logit contrast,local electronic inputs,-0.147627044277,1.2079693079,RMS standardized values and masks,6.97525850049,7.03097624219,0,0.880274779195,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:05eb12c16f72868bf1b5be56,SKHPYKHVYFTIOI,site-ranking logit contrast,local electronic inputs,-0.115278571647,0.840268671513,RMS standardized values and masks,2.15377108256,1.91419793289,0,0.331697742885,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:06ddadbb9af8eaa94c5e2b88,LSNNMFCWUKXFEE,site-ranking logit contrast,local electronic inputs,-0.0539357397291,2.99939346313,RMS standardized values and masks,-5.58064671357,-5.62873546282,0,0.986261040236,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:06e417c082fcf3b3a8457721,IIQFBBQJYPGOHJ,site-ranking logit contrast,local electronic inputs,0.147405524636,0.871483147144,RMS standardized values and masks,5.27707401205,5.43238731225,0,0.429833169774,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:06e6d7dec0af50fa72831e57,IVRMZWNICZWHMI,site-ranking logit contrast,local electronic inputs,-0.0353214618076,3.60560250282,RMS standardized values and masks,-0.2458989251,-0.419605951419,0,0.992149165849,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:07de06084c7bdeb904676ef7,MCTWTZJPVLRJOU,site-ranking logit contrast,local electronic inputs,0.0396755289145,0.928534805775,RMS standardized values and masks,-1.30947542569,-1.24525281557,0,0.559371933268,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:08000475f3d07bd0d2ed13c6,BLRHMMGNCXNXJL,site-ranking logit contrast,local electronic inputs,0.311017407623,0.803609728813,RMS standardized values and masks,0.758085367676,1.35747007937,0,0.1766437684,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:085861b02cdfed858e464ec2,RAOIDOHSFRTOEL,site-ranking logit contrast,local electronic inputs,-0.103477146884,1.03863692284,RMS standardized values and masks,3.93766291621,3.48812299121,0,0.734052993131,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:089677f122968cf0d5bdb68f,IBZOSHDHPFXJFD,site-ranking logit contrast,local electronic inputs,-0.171176584597,0.856828808784,RMS standardized values and masks,6.46175415464,6.16226367449,0,0.378802747792,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:08b64e5d08f015f03937ffca,YQQFFTNDQFUNHB,site-ranking logit contrast,local electronic inputs,0.053171461363,0.826565563679,RMS standardized values and masks,5.81768930568,5.99087060846,0,0.264965652601,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:09046fec8456871d3b429293,RMVRSNDYEFQCLF,site-ranking logit contrast,local electronic inputs,0.2065159399,1.79065573215,RMS standardized values and masks,2.21804047234,2.15044424064,0,0.961727183513,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:090dbc083620bee62ad32180,FUDLPTUMHBESOS,site-ranking logit contrast,local electronic inputs,-0.229484657704,1.10544967651,RMS standardized values and masks,2.54235213875,2.92354336334,0,0.813542688911,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:093c49e9de05754d68ebc889,MRMOZBOQVYRSEM,site-ranking logit contrast,local electronic inputs,2.26580434376e-05,0.191241413355,RMS standardized values and masks,-1.69911191861,-1.69648438692,0,0.00490677134446,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:09b3ae1e126b41012e248cf8,VISBKZYDQCHZRG,site-ranking logit contrast,local electronic inputs,0.0218169755406,0.801917493343,RMS standardized values and masks,2.49664568901,2.51720555623,0,0.16781157998,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:09ce772c3d342961a7abfaec,GQHTUMJGOHRCHB,site-ranking logit contrast,local electronic inputs,-0.223594189047,0.93737244606,RMS standardized values and masks,1.48793346089,1.33770336242,0,0.577036310108,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:09f0dbd8b24d4b90404054b4,WGQKYBSKWIADBV,site-ranking logit contrast,local electronic inputs,0.383861124144,0.903485834599,RMS standardized values and masks,5.08799012857,5.09857920261,0,0.501472031403,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0a24a04e9009b2f0a36f3ab2,VAPOFMGACKUWCI,site-ranking logit contrast,local electronic inputs,-0.00575394762887,0.886548578739,RMS standardized values and masks,5.1104824543,5.07945823669,0,0.467124631992,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0a30d5946ad9e79a6f3d44a3,YJSCYFWNFZXUDZ,site-ranking logit contrast,local electronic inputs,-0.28534903037,1.05253970623,RMS standardized values and masks,4.11084013353,4.48324330597,0,0.748773307164,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0a30e11d6079a6f65e244bae,WXAZIUYTQHYBFW,site-ranking logit contrast,local electronic inputs,-0.396966039529,0.752358555794,RMS standardized values and masks,5.24931428876,4.60469092324,0,0.0196270853778,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0a6218a0296b67837b6b9a1b,PRLWTCJLCYVORV,site-ranking logit contrast,local electronic inputs,-0.0848679472449,0.449902445078,RMS standardized values and masks,0.920936924935,0.921981015884,0,0.00686947988224,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:0a6b2588e4678c622f6b61fa,AUNRNFJMNRQWOE,site-ranking logit contrast,local electronic inputs,-0.0276478391489,0.853796899319,RMS standardized values and masks,6.29735283057,6.30219908555,0,0.370951913641,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0ab42d91f53ee6c83637eb61,MNQRNWDJCMKRJG,site-ranking logit contrast,local electronic inputs,0.061223341359,0.868326485157,RMS standardized values and masks,3.9500348568,3.99893069267,0,0.418056918548,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0ab8765197e529e9cdbe5c4a,SKQFWLMZKFEKRZ,site-ranking logit contrast,local electronic inputs,0.293526938479,0.826364099979,RMS standardized values and masks,2.67307764404,3.0305982162,0,0.263002944063,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0af9d64b6b3139ac739f9173,JARUXAOCUHNKJV,site-ranking logit contrast,local electronic inputs,0.0223847247707,0.838850855827,RMS standardized values and masks,2.64923583007,2.96846803638,0,0.326790971541,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0b6c95348653b6f10c426164,DCFOWKDNANGCTA,site-ranking logit contrast,local electronic inputs,0.222526794224,0.845231831074,RMS standardized values and masks,0.738740743439,0.886750213209,0,0.353287536801,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0b7cf750d726379289cdc1df,JIABXJQBVOUBOD,site-ranking logit contrast,local electronic inputs,0.0967301280661,0.787251353264,RMS standardized values and masks,2.95446447918,2.94963147858,0,0.100098135427,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0c366168070cc5dfed893203,IURHAHGTFVRCIT,site-ranking logit contrast,local electronic inputs,0.0130428873183,1.02134954929,RMS standardized values and masks,1.14625417909,1.0601740684,0,0.704612365064,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0c9f69df75dc3386282b8e08,GCNTZFIIOFTKIY,site-ranking logit contrast,local electronic inputs,-0.135936463591,1.24885511398,RMS standardized values and masks,0.272040699304,-0.0667536703043,-5.55111512313e-17,0.897939156035,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:0cf9bfdf8a025b9f32ccd1b8,IIHPVYJPDKJYOU,site-ranking logit contrast,local electronic inputs,-0.463775431961,0.885935544968,RMS standardized values and masks,2.94737877331,2.57630203295,0,0.466143277723,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0d8ad7ee4901a2cf1b8f86b7,IKQUUYYDRTYXAP,site-ranking logit contrast,local electronic inputs,0.0162765651041,0.789685726166,RMS standardized values and masks,-0.324368107402,-0.269495882155,0,0.11481844946,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0dbeb1ab2afe14a28401bd4a,ZRRVZQSGSIASQR,site-ranking logit contrast,local electronic inputs,-0.134206842737,0.797462940216,RMS standardized values and masks,1.74441151541,1.47893313891,0,0.15014720314,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0e13cec0808376ddbfdd7085,BWJAFKSLQWCVOB,site-ranking logit contrast,local electronic inputs,-0.183737346962,0.909966528416,RMS standardized values and masks,4.68869759452,4.76136377875,0,0.519136408243,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:0e29d880a226d2484b344ebf,WBXRIHAXVFNDKL,site-ranking logit contrast,local electronic inputs,0.194213251371,0.850093066692,RMS standardized values and masks,3.30522009456,3.47058548001,0,0.360157016683,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0e605707546ed7048b41f516,PKYCXNVLSSGOFD,site-ranking logit contrast,local electronic inputs,-0.11240221747,0.947700560093,RMS standardized values and masks,1.55092042972,1.42417011448,0,0.596663395486,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0e9265b44244ff4c588df95d,IWDCLRJOBJJRNH,site-ranking logit contrast,local electronic inputs,0.135446140229,1.05347585678,RMS standardized values and masks,4.00606369039,3.82665292558,0,0.749754661433,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:0f1a763a492b4ba04a7361c4,RBEROAUIKMEYDR,site-ranking logit contrast,local electronic inputs,0.10424385919,0.793082654476,RMS standardized values and masks,-1.68099987548,-1.3873556302,0,0.130520117763,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0f5720064160850a05508c95,JVCCMXQDRZDLSY,site-ranking logit contrast,local electronic inputs,-0.103525248765,1.07922959328,RMS standardized values and masks,2.11647604907,2.02101747691,0,0.783120706575,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1056e4659739711fbabe1eef,XRQSRQMPWGQSPN,site-ranking logit contrast,local electronic inputs,0.16867994319,0.827674567699,RMS standardized values and masks,3.4759579291,3.24076073084,0,0.267909715407,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:107be5bb9f651335a161deed,RWRDLPDLKQPQOW,site-ranking logit contrast,local electronic inputs,0.144062120368,1.08036017418,RMS standardized values and masks,3.03855275712,3.12053460148,0,0.785083415113,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:10b63c4b91785257dcc53543,AGBOAUNKIUIEGH,site-ranking logit contrast,local electronic inputs,0.236662569805,1.16637933254,RMS standardized values and masks,4.57361927143,5.18355399147,0,0.857703631011,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:10eb87177546527bc43e1ef8,XWLLGMTXHZNRDQ,site-ranking logit contrast,local electronic inputs,0.173708858468,0.81670320034,RMS standardized values and masks,3.94003627812,4.18169859018,0,0.2208047105,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1148cf278b4e49ad0ad7b099,JHLOOOWAEXGHGS,site-ranking logit contrast,local electronic inputs,0.158806169533,1.111790061,RMS standardized values and masks,1.6442811452,1.72556424834,0,0.816486751717,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:116730390e688e83e8b0ead8,SWSBEBHRHKHUHH,site-ranking logit contrast,local electronic inputs,0.148768525292,0.859725117683,RMS standardized values and masks,4.54690668852,4.67264619237,0,0.388616290481,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1185c6f0e7272fd74a1c6c15,KSESOTWVQYBRLJ,site-ranking logit contrast,local electronic inputs,-0.219846319871,1.01625347137,RMS standardized values and masks,1.30411306245,1.07136042292,0,0.701668302257,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:119199d1f38aa9ae820bce0b,ITLHXEGAYQFOHJ,site-ranking logit contrast,local electronic inputs,-0.0135790308317,0.804000258446,RMS standardized values and masks,1.77488541603,1.76563652356,0,0.177625122669,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:11c3c240451cfb805aeeb0f7,QNBOHFPDAYXLCC,site-ranking logit contrast,local electronic inputs,-0.491633872318,0.85687983036,RMS standardized values and masks,4.35773892542,4.00505629596,0,0.379784102061,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:122046d347614b7c29be8580,WJRBRSLFGCUECM,site-ranking logit contrast,local electronic inputs,0.0394381493744,1.65297675133,RMS standardized values and masks,0.810354648947,0.88153299137,0,0.953876349362,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:12a747e3f94e5635a344ed7f,FRVMBCZVEPYCTA,site-ranking logit contrast,local electronic inputs,-0.155730044145,0.993319511414,RMS standardized values and masks,2.85710318908,3.224547943,0,0.668302257115,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:12d9b5d2f11b21943d18ad53,AVFZOVWCLRSYKC,site-ranking logit contrast,local electronic inputs,-0.0868599123188,0.960510969162,RMS standardized values and masks,3.85512081068,3.97295682443,0,0.613346418057,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:131d6c46f6c14c0cd20d1dd1,VQTUBCCKSQIDNK,site-ranking logit contrast,local electronic inputs,0.117059232792,0.930725812912,RMS standardized values and masks,3.04719343078,2.99812503431,0,0.563297350343,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:136998ed9d421e73aba9cbbc,FWNSPYIKHBSEAH,site-ranking logit contrast,local electronic inputs,0.212730723587,0.780271708965,RMS standardized values and masks,2.12530049933,2.41175094531,0,0.0775269872424,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:13a3b87f352eeb4562f06016,MIYKHJXFICMPOJ,site-ranking logit contrast,local electronic inputs,-0.164969126355,0.757821917534,RMS standardized values and masks,2.04630717224,1.58768202097,0,0.0323846908734,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:13a61c03d54b5ce8cd100d5d,LRLGEWICBZWMKM,site-ranking logit contrast,local electronic inputs,-0.0121423572609,0.887668073177,RMS standardized values and masks,0.317148957609,0.115429367081,0,0.471050049068,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:140625e7a8792f40d3d70476,WXNZTHHGJRFXKQ,site-ranking logit contrast,local electronic inputs,0.124915232606,1.18878185749,RMS standardized values and masks,7.66012245718,8.08793251366,0,0.87634936212,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:14402e407fec5db1bff1a900,IAZDPXIOMUYVGZ,site-ranking logit contrast,local electronic inputs,0.245666663023,0.978618085384,RMS standardized values and masks,0.65253156934,0.717181990167,0,0.639842983317,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:14c173cebd6c777a417cc2b5,BUJZXAPKHBWNII,site-ranking logit contrast,local electronic inputs,0.07197535491,0.944967091084,RMS standardized values and masks,4.2866008878,4.20260195368,0,0.594700686948,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:14d010006c37274be2241233,JSINEXDALPWUTH,site-ranking logit contrast,local electronic inputs,0.334144166413,0.988254666328,RMS standardized values and masks,4.34883040469,5.07772855021,0,0.659470068695,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:155b7737490818b7ec7621e4,WWUVJRULCWHUSA,site-ranking logit contrast,local electronic inputs,0.0733796653659,0.811145663261,RMS standardized values and masks,2.41848879604,2.43645539884,0,0.200196270854,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:15c870458dfc37c9dbfe424f,DTGNHQQWMBBUMN,site-ranking logit contrast,local electronic inputs,0.272230793464,0.811269938946,RMS standardized values and masks,5.02270433762,5.05517708884,0,0.201177625123,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:15e6e8b9d92c865fb032ba8a,WPZQENSANSNYSI,site-ranking logit contrast,local electronic inputs,0.0572381080574,0.85978192091,RMS standardized values and masks,4.30868331684,4.22777757572,0,0.38959764475,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:15f619a19572113953d2b8d6,BDZGAPNZRQNDAK,site-ranking logit contrast,local electronic inputs,-0.000143907757269,0.885297596455,RMS standardized values and masks,4.00308678051,4.02472348015,0,0.465161923454,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:15f73ae160b9f380663ec083,RTZZCYNQPHTPPL,site-ranking logit contrast,local electronic inputs,-0.00243696161649,1.14443016052,RMS standardized values and masks,5.61057731447,5.61826698482,0,0.834151128557,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:1650dd1b8b569bb4f72e3821,COKQMTJWXMERBR,site-ranking logit contrast,local electronic inputs,-0.00250981606049,0.809721589088,RMS standardized values and masks,4.88134803619,5.23704807557,0,0.195289499509,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1669e9792fadd8c97a24da05,SBWCARQXLPGQNH,site-ranking logit contrast,local electronic inputs,0.00214000460174,0.42678552866,RMS standardized values and masks,3.7600261569,3.75925424695,0,0.00588812561335,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:16b1e73b7ed6334a3dae379c,IQIMPHPFMHVWBZ,site-ranking logit contrast,local electronic inputs,-0.00399359729555,0.832274436951,RMS standardized values and masks,-1.87541004022,-1.8788334926,0,0.289499509323,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:16efe844af97c91715848b85,GLVYLTSKTCWWJR,site-ranking logit contrast,local electronic inputs,0.211439660261,1.17432332039,RMS standardized values and masks,1.52211817753,1.59044276988,0,0.863591756624,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1743ca3c1727e01083cd3c83,FHGCQCXIJRSFGF,site-ranking logit contrast,local electronic inputs,0.0880482051651,3.27876925468,RMS standardized values and masks,-1.36093355985,-1.29272988178,0,0.987242394504,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:181eadcc084fe8c56dfb3e6b,MXYLLYBWXIUMIT,site-ranking logit contrast,local electronic inputs,0.1407224289,0.800852417946,RMS standardized values and masks,5.36437874246,5.42871460336,0,0.162904808636,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:18d37ab4b2b4a8f29e8a141d,QQQSFSZALRVCSZ,site-ranking logit contrast,local electronic inputs,0.418800885007,0.820412755013,RMS standardized values and masks,5.72812046235,6.60952921398,0,0.245338567223,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:18ff98d098dbd02ed5f75395,HXTGGPKOEKKUQO,site-ranking logit contrast,local electronic inputs,-0.2597587753,0.804899275303,RMS standardized values and masks,2.58393869067,2.15681365367,0,0.181550539745,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:195064f7a53aab9469bd6e71,JKTCBAGSMQIFNL,site-ranking logit contrast,local electronic inputs,0.0602316116346,0.967817485332,RMS standardized values and masks,4.8970071814,4.80022122471,0,0.623159960746,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1951c08c108b1fc6ff4c4a97,XUMYXWQECJOOTL,site-ranking logit contrast,local electronic inputs,0.129726776346,1.05044531822,RMS standardized values and masks,4.26531670617,4.44670929793,0,0.744847890088,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1956d5b680049141c56b22a0,ZBJDBFWPAOORHG,site-ranking logit contrast,local electronic inputs,-0.0341190942797,1.26732122898,RMS standardized values and masks,1.40368600252,1.6022212508,0,0.90284592738,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:1995a20c597d88c0e700d8c6,IVUSHBHIOWRDAM,site-ranking logit contrast,local electronic inputs,-0.149536333527,0.844117105007,RMS standardized values and masks,2.16896865325,1.96689283961,0,0.349362119725,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:1a065821ea356358c9a90e1e,AVXURJPOCDRRFD,site-ranking logit contrast,local electronic inputs,0.0264502789765,1.8009314537,RMS standardized values and masks,6.54771361382,5.9125275138,0,0.962708537782,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1a398883d0e1913280db6274,QPGRQOPOFHBWCT,site-ranking logit contrast,local electronic inputs,-0.172556093058,0.450007408857,RMS standardized values and masks,1.54563272651,1.45044396165,0,0.00785083415113,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1a973174cc5853b1716a3d34,AKBVCJHFENPJAC,site-ranking logit contrast,local electronic inputs,0.439585291682,0.836156129837,RMS standardized values and masks,2.72765170766,3.18451396747,0,0.313052011776,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1a9b4dc51aacd84ea8e8bb66,XFHGQPCADCWUJX,site-ranking logit contrast,local electronic inputs,0.283227889185,0.776909410954,RMS standardized values and masks,3.20271647362,3.47193827786,0,0.0706575073602,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:1aa45c306021fc9c59c6bc28,DRLPQHUSIRTYBM,site-ranking logit contrast,local electronic inputs,0.416287813634,0.867622792721,RMS standardized values and masks,2.48539132363,2.6016919842,0,0.414131501472,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1b004815eee4643cc1c5b4f0,COLNVLDHVKWLRT,site-ranking logit contrast,local electronic inputs,-0.130998060156,1.00039517879,RMS standardized values and masks,2.427214569,2.44812433161,0,0.679097154073,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1b4611edb8b5ce18814f3b2a,NRKYWOKHZRQRJR,site-ranking logit contrast,local electronic inputs,0.0244109491097,1.83975207806,RMS standardized values and masks,2.53776898293,2.48592901022,0,0.965652600589,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:1b4e88786daad3fbde5cf36c,FHHJDRFHHWUPDG,site-ranking logit contrast,local electronic inputs,-0.0523273738052,2.26384210587,RMS standardized values and masks,1.35883986058,1.43159170951,0,0.975466143278,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:1b857dd0ac32063532e9f8b5,CCTCRLPORAQCQS,site-ranking logit contrast,local electronic inputs,0.529611668533,0.771228075027,RMS standardized values and masks,1.78449594881,2.55558310467,0,0.053974484789,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:1bda57e961f67673722a35ff,BEBCJVAWIBVWNZ,site-ranking logit contrast,local electronic inputs,0.047800160073,1.24214696884,RMS standardized values and masks,2.80717904815,2.67309721737,0,0.893032384691,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1be4ef156924130179fc849b,VQKFNUFAXTZWDK,site-ranking logit contrast,local electronic inputs,0.00102636549208,0.878803789616,RMS standardized values and masks,0.121891021729,0.123220761617,0,0.446516192345,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1cd0769ca99d12077e38f773,LALQVQUNUJNEST,site-ranking logit contrast,local electronic inputs,0.0117117676738,0.949814617634,RMS standardized values and masks,3.36772714512,3.11285759363,0,0.599607458292,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:1d1b32db7b6231cdfbf81c0a,XKJCHHZQLQNZHY,site-ranking logit contrast,local electronic inputs,-0.263261306959,1.15584218502,RMS standardized values and masks,6.72090717102,6.58256876399,0,0.846908734053,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:1d7f74611726de1d3e40ba2c,VTGIVYVOVVQLRL,site-ranking logit contrast,local electronic inputs,-0.0498447657065,0.913068294525,RMS standardized values and masks,3.01586913449,3.12829999456,0,0.524043179588,"within-pathway empirical percentile; color only, not a model output"
