figure,panel,group_family,parent_class_level_1,group_label,display_label,group_order,ordering_rule,context_count,connectivity_count,prediction_mode,prediction_mode_order,metric,metric_order,estimate,ci95_low,ci95_high,source_value_unit,figure_display_unit,within_2_definition,descriptive_only,interval_status,bootstrap_replicates,bootstrap_seed,bootstrap_unit,minimum_interval_contexts,minimum_interval_connectivities
figure_s5,b,Mayr level 2,H-Nucleophiles,H-P hydride donors,H-P hydride donors,3,"descending context count, then connectivity count and label; not performance-sorted",6,6,known-site,1,within ±2 ratio,0,0,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s5,b,Mayr level 2,H-Nucleophiles,H-P hydride donors,H-P hydride donors,3,"descending context count, then connectivity count and label; not performance-sorted",6,6,known-site,1,MAE,1,4.4755522283,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s5,a,Mayr level 2,H-Nucleophiles,H-Sn and H-Ge hydride donors,H-Sn/H-Ge hydride donors,4,"descending context count, then connectivity count and label; not performance-sorted",5,5,automatic-site,0,within ±2 ratio,0,0.8,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s5,a,Mayr level 2,H-Nucleophiles,H-Sn and H-Ge hydride donors,H-Sn/H-Ge hydride donors,4,"descending context count, then connectivity count and label; not performance-sorted",5,5,automatic-site,0,MAE,1,1.47431586202,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s5,b,Mayr level 2,H-Nucleophiles,H-Sn and H-Ge hydride donors,H-Sn/H-Ge hydride donors,4,"descending context count, then connectivity count and label; not performance-sorted",5,5,known-site,1,within ±2 ratio,0,0.8,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s5,b,Mayr level 2,H-Nucleophiles,H-Sn and H-Ge hydride donors,H-Sn/H-Ge hydride donors,4,"descending context count, then connectivity count and label; not performance-sorted",5,5,known-site,1,MAE,1,1.47431586202,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Phenolate Ions,Phenolate ions,0,"descending context count, then connectivity count and label; not performance-sorted",38,14,automatic-site,0,within ±2 ratio,0,0.631578947368,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Phenolate Ions,Phenolate ions,0,"descending context count, then connectivity count and label; not performance-sorted",38,14,automatic-site,0,MAE,1,1.70327884072,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Phenolate Ions,Phenolate ions,0,"descending context count, then connectivity count and label; not performance-sorted",38,14,known-site,1,within ±2 ratio,0,0.631578947368,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Phenolate Ions,Phenolate ions,0,"descending context count, then connectivity count and label; not performance-sorted",38,14,known-site,1,MAE,1,1.70327884072,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Peroxy anions,Peroxy anions,1,"descending context count, then connectivity count and label; not performance-sorted",16,16,automatic-site,0,within ±2 ratio,0,0.875,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Peroxy anions,Peroxy anions,1,"descending context count, then connectivity count and label; not performance-sorted",16,16,automatic-site,0,MAE,1,0.807853927613,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Peroxy anions,Peroxy anions,1,"descending context count, then connectivity count and label; not performance-sorted",16,16,known-site,1,within ±2 ratio,0,0.8125,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Peroxy anions,Peroxy anions,1,"descending context count, then connectivity count and label; not performance-sorted",16,16,known-site,1,MAE,1,0.943892588613,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Alcohols and aqueous solvents,Alcohols/aqueous solvents,2,"descending context count, then connectivity count and label; not performance-sorted",9,6,automatic-site,0,within ±2 ratio,0,0.777777777778,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Alcohols and aqueous solvents,Alcohols/aqueous solvents,2,"descending context count, then connectivity count and label; not performance-sorted",9,6,automatic-site,0,MAE,1,1.65164085529,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Alcohols and aqueous solvents,Alcohols/aqueous solvents,2,"descending context count, then connectivity count and label; not performance-sorted",9,6,known-site,1,within ±2 ratio,0,0.888888888889,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Alcohols and aqueous solvents,Alcohols/aqueous solvents,2,"descending context count, then connectivity count and label; not performance-sorted",9,6,known-site,1,MAE,1,0.934276105384,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Carboxylates and Carbonates,Carboxylates/carbonates,3,"descending context count, then connectivity count and label; not performance-sorted",6,4,automatic-site,0,within ±2 ratio,0,1,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Carboxylates and Carbonates,Carboxylates/carbonates,3,"descending context count, then connectivity count and label; not performance-sorted",6,4,automatic-site,0,MAE,1,0.251748494033,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Carboxylates and Carbonates,Carboxylates/carbonates,3,"descending context count, then connectivity count and label; not performance-sorted",6,4,known-site,1,within ±2 ratio,0,1,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Carboxylates and Carbonates,Carboxylates/carbonates,3,"descending context count, then connectivity count and label; not performance-sorted",6,4,known-site,1,MAE,1,0.251748494033,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Alkoxide Anions,Alkoxide anions,4,"descending context count, then connectivity count and label; not performance-sorted",4,4,automatic-site,0,within ±2 ratio,0,0.25,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Alkoxide Anions,Alkoxide anions,4,"descending context count, then connectivity count and label; not performance-sorted",4,4,automatic-site,0,MAE,1,2.7637903436,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Alkoxide Anions,Alkoxide anions,4,"descending context count, then connectivity count and label; not performance-sorted",4,4,known-site,1,within ±2 ratio,0,0.25,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Alkoxide Anions,Alkoxide anions,4,"descending context count, then connectivity count and label; not performance-sorted",4,4,known-site,1,MAE,1,2.7637903436,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Other O-centered nucleophiles,Other O-centered,5,"descending context count, then connectivity count and label; not performance-sorted",4,4,automatic-site,0,within ±2 ratio,0,0.5,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,a,Mayr level 2,O-Nucleophiles,Other O-centered nucleophiles,Other O-centered,5,"descending context count, then connectivity count and label; not performance-sorted",4,4,automatic-site,0,MAE,1,2.1781238588,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Other O-centered nucleophiles,Other O-centered,5,"descending context count, then connectivity count and label; not performance-sorted",4,4,known-site,1,within ±2 ratio,0,0.5,,,fraction,percent,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
figure_s6,b,Mayr level 2,O-Nucleophiles,Other O-centered nucleophiles,Other O-centered,5,"descending context count, then connectivity count and label; not performance-sorted",4,4,known-site,1,MAE,1,2.0207057667,,,N units,N units,absolute prediction error <= 2.0 N units,True,descriptive point estimate; interval not computed,0,,not computed,20,15
