outer_fold,context_id,connectivity_id,site_top1_correct,candidate_count,top1_query_id,top1_candidate_site_id,top1_site_type,top2_query_id,top2_candidate_site_id,top2_site_type,top1_final_score,top2_final_score,ranking_separation,top1_pre_router_score,top2_pre_router_score,top1_candidate_seed_sd,top2_candidate_seed_sd,neural_gap_seed_2026081001,neural_gap_seed_2026081002,neural_gap_seed_2026081003,neural_gap_mean,u_gap,ensemble_member_count,seed_sd_ddof,router_conditioning
4,context:6d775d437805f563af1369c0,CHVJITGCYZJHLR,True,88,context:6d775d437805f563af1369c0|site:a61a4f5de27f1c07f5399d72,site:a61a4f5de27f1c07f5399d72,transferable_h_group,context:6d775d437805f563af1369c0|site:42c28b68572c3f2914b9f056,site:42c28b68572c3f2914b9f056,atom_group,1.87133099785,0.0844603110586,1.78687068679,-0.353133330743,-6.29188664754,0.0242780727788,0.028787250402,5.94258952141,5.9312005043,5.94246992469,5.9387533168,0.00534086811314,3,0,frozen deterministic type router
4,context:6e6a401dc25bcdce382c3515,PTTODLHIQLXZIF,True,394,context:6e6a401dc25bcdce382c3515|site:d52eebf63113428bf053e346,site:d52eebf63113428bf053e346,atom,context:6e6a401dc25bcdce382c3515|site:ac3f86fc4c6bb2f5c6f25a66,site:ac3f86fc4c6bb2f5c6f25a66,atom,3.76946833662,-0.813740780632,4.58320911725,8.48619683584,3.90298771858,0.00274315752276,0.00376110771339,4.57545757294,4.59125876427,4.58291101456,4.58320911725,0.00645425238505,3,0,frozen deterministic type router
4,context:72e318a245b638a2d745748e,UFAZHCVBGMSJHS,True,64,context:72e318a245b638a2d745748e|site:e1804ae2fe862623eb03633d,site:e1804ae2fe862623eb03633d,atom,context:72e318a245b638a2d745748e|site:217c521f981a6b3c57723e46,site:217c521f981a6b3c57723e46,atom_group,2.53069771406,0.632837239429,1.89786047464,3.87174812953,-4.95383644104,0.0174447919311,0.0108856607283,8.80806255341,8.81842875481,8.85026240349,8.82558457057,0.0179557068206,3,0,frozen deterministic type router
4,context:7468e5d62052f9d36a9ab056,OMRRIKKMQMYXLQ,True,307,context:7468e5d62052f9d36a9ab056|site:8a19b679238dfac9b9fa06b7,site:8a19b679238dfac9b9fa06b7,transferable_h_group,context:7468e5d62052f9d36a9ab056|site:a474b4c1ed155ace9f3629c9,site:a474b4c1ed155ace9f3629c9,delocalized_region,3.36495566269,-0.0249009910319,3.38985665372,3.29503750801,-6.4593963623,0.0147161726198,0.0261197773017,9.73530721664,9.75774645805,9.77024793625,9.75443387032,0.0144555271958,3,0,frozen deterministic type router
4,context:75e95e2e33934b2c5f7b131e,PZJPNKKRMNFDQJ,True,117,context:75e95e2e33934b2c5f7b131e|site:5c04e3092f1b3e31370b380f,site:5c04e3092f1b3e31370b380f,bond,context:75e95e2e33934b2c5f7b131e|site:ae49c6129038712f777f5cf1,site:ae49c6129038712f777f5cf1,delocalized_region,2.47367813439,-0.017767684725,2.49144581911,4.52049525579,-0.0976845473051,0.00358321357436,0.0187722790233,4.59899790585,4.61775480211,4.63778670132,4.61817980309,0.0158383107876,3,0,frozen deterministic type router
4,context:76540b6c6f40cc9b064b707d,HTTSVXZDXSLAOJ,False,140,context:76540b6c6f40cc9b064b707d|site:01b5fafcb5d64ea04646ecdd,site:01b5fafcb5d64ea04646ecdd,atom,context:76540b6c6f40cc9b064b707d|site:2a8324ac5652d24249fcd935,site:2a8324ac5652d24249fcd935,bond,1.82651872477,0.956369040008,0.870149684764,0.0019319113344,-2.36114939054,0.0239412786386,0.0197492679074,2.3128612116,2.36376485229,2.41261784174,2.36308130187,0.0407283418516,3,0,frozen deterministic type router
4,context:78219337fa07aa51b725f02c,CWERGRDVMFNCDR,True,23,context:78219337fa07aa51b725f02c|site:e4b6fa3fdc5ccf9afc52925f,site:e4b6fa3fdc5ccf9afc52925f,atom,context:78219337fa07aa51b725f02c|site:e9e561946b09f2c52288ec55,site:e9e561946b09f2c52288ec55,atom_group,3.34813070017,2.83948512644,0.508645573729,2.78028972944,-7.04157702128,0.0160229834521,0.0386001826344,9.78584623337,9.83850383759,9.8412501812,9.82186675072,0.0254950172045,3,0,frozen deterministic type router
4,context:7a9730d488a266fa2217671e,LEZZSPMYYQOQRD,True,28,context:7a9730d488a266fa2217671e|site:066133858a27e5db26527eea,site:066133858a27e5db26527eea,atom,context:7a9730d488a266fa2217671e|site:bb0805d77dd982a6c8e812f7,site:bb0805d77dd982a6c8e812f7,atom_group,3.17682375533,1.28335091122,1.89347284411,2.03547732035,-10.1012366613,0.0147224789642,0.0232109701663,12.1140139103,12.1282172203,12.1679108143,12.1367139816,0.0228088474018,3,0,frozen deterministic type router
4,context:7d79978fb66a1b279b0e0da7,DFNYGALUNNFWKJ,True,23,context:7d79978fb66a1b279b0e0da7|site:0e63bb094ec3df340de208e2,site:0e63bb094ec3df340de208e2,atom,context:7d79978fb66a1b279b0e0da7|site:f46f082687bdf5cd6ec465ce,site:f46f082687bdf5cd6ec465ce,atom_group,3.56507444338,-0.188923616942,3.75399806032,9.32153352102,-12.6234076818,0.0095277128487,0.0324685233026,21.9203977585,21.9173431396,21.9970827103,21.9449412028,0.0368906968826,3,0,frozen deterministic type router
4,context:7f17f9435e107035f3a86421,VYWYYJYRVSBHJQ,True,104,context:7f17f9435e107035f3a86421|site:2519ba39f7eee9063bbf95c1,site:2519ba39f7eee9063bbf95c1,atom_group,context:7f17f9435e107035f3a86421|site:040d45c132e618c45d8c8a82,site:040d45c132e618c45d8c8a82,atom,3.52964410946,0.328231046453,3.20141306301,3.15370766322,-1.47742505868,0.0327536111862,0.00991610166156,4.66119837761,4.62656748295,4.60563230515,4.6311327219,0.0229132880994,3,0,frozen deterministic type router
4,context:809d1fb2dc1b4da75a2807ec,XLSZMDLNRCVEIJ,True,52,context:809d1fb2dc1b4da75a2807ec|site:af0b53acda71df44f1d7d55d,site:af0b53acda71df44f1d7d55d,atom_group,context:809d1fb2dc1b4da75a2807ec|site:ad5581299799f02d130089dc,site:ad5581299799f02d130089dc,atom_group,2.82052236969,0.911652258785,1.90887011091,2.22945594788,0.320585836967,0.0243698053912,0.0270791419,1.90617594123,1.90779626369,1.9126381278,1.90887011091,0.00274527772878,3,0,frozen deterministic type router
4,context:80c62a65950944463324a6e4,APISVOVOJVZIBA,True,233,context:80c62a65950944463324a6e4|site:88a656497075c395235d953d,site:88a656497075c395235d953d,atom,context:80c62a65950944463324a6e4|site:5cc5901d20de6f22bf54bf2d,site:5cc5901d20de6f22bf54bf2d,delocalized_region,2.52094434304,-0.204083139022,2.72502748206,6.65816020966,-6.0948565801,0.0101634090791,0.0342174472736,12.7161364555,12.7448925972,12.7980213165,12.7530167898,0.033919360189,3,0,frozen deterministic type router
4,context:8107203de6a98dc10d30d0bb,RPFGCUFAJAQNLJ,True,158,context:8107203de6a98dc10d30d0bb|site:0a84a74174c31006ed555229,site:0a84a74174c31006ed555229,atom,context:8107203de6a98dc10d30d0bb|site:41eb5886091e0f853d7ba5cb,site:41eb5886091e0f853d7ba5cb,bond,3.30960423628,-0.476896253627,3.78650048991,7.47595135371,-2.76007914543,0.0138748240269,0.0116885937597,10.2106568813,10.2365071774,10.2609274387,10.2360304991,0.0205256368477,3,0,frozen deterministic type router
4,context:83fe2f12e40d758f4bbca968,WPNCPIASBHXNGM,True,239,context:83fe2f12e40d758f4bbca968|site:fe955d5455915cddaccc7bbd,site:fe955d5455915cddaccc7bbd,atom,context:83fe2f12e40d758f4bbca968|site:260a1ef813a2d277fbd2cccb,site:260a1ef813a2d277fbd2cccb,transferable_h_group,3.19752919138,-0.666410519226,3.8639397106,8.0936870575,-4.17900927862,0.00353219501607,0.0362051353336,12.234395504,12.2656989098,12.3179945946,12.2726963361,0.0344859871827,3,0,frozen deterministic type router
4,context:843c178340fd63ad343a3c47,CUJRVFIICFDLGR,True,54,context:843c178340fd63ad343a3c47|site:00d5d6bf17b2eb4d399e3ffe,site:00d5d6bf17b2eb4d399e3ffe,atom,context:843c178340fd63ad343a3c47|site:3af86c1ec543bea19f4173b0,site:3af86c1ec543bea19f4173b0,atom_group,2.47759483174,-0.451143452242,2.92873828399,7.94593254725,-8.41082636515,0.0133986408588,0.030164269399,16.3356604576,16.3516306877,16.3829855919,16.3567589124,0.0196577567379,3,0,frozen deterministic type router
4,context:84854e1188e887abf0e72d4b,ARIDPRZCOYMNQD,False,73,context:84854e1188e887abf0e72d4b|site:0fc38cae5cfe2d863c11a756,site:0fc38cae5cfe2d863c11a756,atom_group,context:84854e1188e887abf0e72d4b|site:a302c7eff36fb128cbeedd49,site:a302c7eff36fb128cbeedd49,atom,2.52899623864,2.05278973251,0.476206506125,1.37981526057,4.92165231705,0.0121181218612,0.00833358293217,-3.52642166615,-3.53137874603,-3.56771075726,-3.54183705648,0.0184070539776,3,0,frozen deterministic type router
4,context:865f5a7635708883246d8bf1,WDUAYVHCYGZARQ,True,88,context:865f5a7635708883246d8bf1|site:f9a4b9a7015e27c49af94de7,site:f9a4b9a7015e27c49af94de7,bond,context:865f5a7635708883246d8bf1|site:e134eef2046fad0925e2bf7b,site:e134eef2046fad0925e2bf7b,atom_group,3.86773371443,-0.23738620647,4.1051199209,10.4983129501,-0.556560635567,0.0194014579911,0.0297668229696,11.048892796,11.0453888178,11.0703391433,11.0548735857,0.0110289639656,3,0,frozen deterministic type router
4,context:872dfd150b2fd5afb606c011,ZDYBRMAFPIENJI,True,175,context:872dfd150b2fd5afb606c011|site:cbe3356bff19c8aff65aa8d9,site:cbe3356bff19c8aff65aa8d9,atom,context:872dfd150b2fd5afb606c011|site:60b032bcc182c6980c66a2bf,site:60b032bcc182c6980c66a2bf,transferable_h_group,2.54266261068,1.24822815733,1.29443445334,6.41030327479,-3.20034233729,0.0139809507643,0.0296713928043,9.55828881264,9.60960888863,9.66403913498,9.61064561208,0.0431786117231,3,0,frozen deterministic type router
